ID	WT_GpB_1	WT_GpB_2	WT_GpA_1	WT_GpA_2	WT_GpA_3	WT_GpA_4	WT_GpA_5	WT_GpA_6	GpB_1	GpB_2	GpA_1	GpA_2	GpA_3	GpA_4	GpA_5	GpA_6
SNX29P1	0	3	2	3	17	1	3	5	0	0	0	0	0	0	0	0
SNX29P2	12	20	20	11	69	18	10	23	0	0	0	0	0	0	0	0
SNX30	419	298	783	486	1977	421	559	656	35	28	23	57	148	28	16	70
SNX32	21	21	18	15	21	16	22	3	0	0	0	0	0	0	0	0
SNX33	106	250	110	268	171	58	47	138	23	28	10	16	6	4	14	9
SNX7	8	15	16	18	9	9	11	32	18	5	4	11	2	9	21	4
SOAT2	6	4	8	10	7	7	9	6	4	0	1	4	4	3	2	1
SOBP	81	96	59	51	16	114	65	61	4	5	5	4	1	15	4	7
SOCS2	24	1085	83	217	187	281	110	116	5	115	8	23	14	34	11	12
SOCS2-AS1	2	12	3	8	4	5	3	1	0	0	0	0	0	0	0	0
SOCS6	5	249	44	97	125	43	17	100	4	18	2	22	11	6	4	9
SOD3	0	0	0	0	0	0	0	0	6	8	1	7	5	10	6	1
SOGA3	338	4	35	24	12	237	9	45	71	1	13	14	3	89	8	11
SORBS1	64	34	109	131	60	86	96	87	13	13	17	18	14	11	9	17
SORBS2	1	0	1	3	1	1	2	1	0	0	0	0	0	0	0	0
SORCS2	3	3	5	10	3	3	4	3	1	1	1	2	4	2	2	1
SORL1	163	585	777	644	7596	1940	376	358	38	187	235	219	1455	365	65	126
SORT1	14	261	22	68	154	23	13	148	4	73	2	18	23	1	3	14
SOWAHA	1	7	5	10	1	6	1	3	0	0	0	0	0	0	0	0
SOWAHC	0	121	5	27	15	3	1	5	0	8	0	2	5	0	0	0
SOWAHD	59	102	113	41	242	32	28	90	20	30	25	13	40	10	9	14
SOX1	0	0	0	0	0	0	0	0	1	2	8	3	7	1	0	17
SOX10	2	1	4	7	2	2	2	2	13	7	3	4	2	3	8	1
SOX11	0	0	0	0	0	0	0	0	5	0	1	2	1	0	3	2
SOX13	9	13	17	49	19	43	16	28	3	1	2	1	2	0	1	1
SOX30	11	23	15	42	163	11	4	37	5	7	10	8	14	7	3	9
SOX4	4	300	11	51	453	31	0	74	0	44	4	8	25	2	2	6
SOX5	0	61	8	19	1067	8	2	5	0	16	7	4	333	2	4	0
SOX6	1	2	4	4	4	1	7	1	0	0	0	0	0	0	0	0
SOX7	15	15	11	23	14	9	9	14	2	0	3	6	6	2	3	2
SOX8	0	21	2	10	56	2	0	4	2	3	0	3	6	1	2	0
SOX9	41	2	40	57	23	12	14	9	127	43	72	58	22	84	86	40
SP2-AS1	37	19	49	18	14	50	23	25	0	0	0	0	0	0	0	0
SP6	1	4	8	32	8	12	15	23	6	7	6	11	5	7	16	5
SP8	2	1	1	5	2	2	2	1	0	0	0	0	0	0	0	0
SPA17	3	31	8	18	21	20	15	12	20	28	14	16	14	9	1	16
SPACA6P	5	13	4	5	5	6	1	4	0	0	0	0	0	0	0	0
SPAG16	162	148	101	91	94	168	113	93	21	37	20	20	31	25	27	12
SPAG17	1	0	1	2	1	1	1	1	1	0	3	0	1	0	0	2
SPAG4	34	16	17	55	24	26	39	18	10	2	2	5	5	6	2	4
SPAG5-AS1	5	16	8	6	8	4	7	8	0	0	0	0	0	0	0	0
SPAG8	13	19	44	14	4	44	11	38	6	1	7	2	2	10	4	9
SPAM1	2	1	2	4	2	2	2	2	0	0	0	0	0	0	0	0
SPATA1	5	3	5	7	9	1	12	3	0	0	0	0	0	0	0	0
SPATA18	10	2	21	4	171	59	2	0	0	0	1	1	16	5	0	0
SPATA21	1	3	2	3	9	1	7	1	0	0	0	0	0	0	0	0
SPATA22	2	1	1	1	2	2	3	2	0	0	0	0	0	0	0	0
SPATA24	94	39	126	136	52	143	174	112	16	4	9	12	8	16	14	13
SPATA25	11	18	32	19	13	17	32	17	0	0	0	0	0	0	0	0
SPATA2L	142	41	196	110	109	84	122	45	45	13	34	25	23	27	32	22
SPATA31D1	49	218	30	81	0	121	115	48	1	9	3	2	1	15	10	1
SPATA32	1	3	5	0	3	5	1	3	4	4	6	0	1	6	1	3
SPATA33	30	72	59	76	51	53	40	54	0	0	0	0	0	0	0	0
SPATA3-AS1	0	3	1	3	71	17	2	1	0	0	0	0	0	0	0	0
SPATA45	3	0	9	2	11	4	5	6	0	0	0	0	0	0	0	0
SPATA6	10	38	16	42	2	46	19	5	7	7	2	9	7	8	8	1
SPATA6L	1	1	5	10	7	10	9	4	0	0	0	0	0	0	0	0
SPATA7	12	22	20	23	19	23	34	17	2	12	5	8	9	7	13	9
SPATA9	1	4	1	2	7	1	1	1	0	0	0	0	0	0	0	0
SPATC1	108	186	167	113	66	116	158	41	41	76	31	14	22	30	18	16
SPC24	5	86	11	213	132	171	41	279	2	13	1	22	11	21	1	17
SPC25	71	340	42	262	288	216	57	301	10	179	15	148	82	74	6	69
SPDEF	4	3	3	16	2	4	1	15	0	0	0	0	0	0	0	0
SPDYA	2	4	1	1	5	2	2	2	0	0	0	0	0	0	0	0
SPDYE1	5	3	5	1	0	3	6	5	0	0	0	0	0	0	0	0
SPDYE3	4	1	10	3	4	5	5	4	0	0	0	0	0	0	0	0
SPDYE5	5	3	5	5	6	5	6	6	0	0	0	0	0	0	0	0
SPDYE6	4	3	8	2	10	13	12	8	8	4	3	2	2	5	6	0
SPEF1	9	3	10	29	3	10	3	9	0	0	0	0	0	0	0	0
SPEF2	11	118	5	15	3	12	13	7	1	21	1	1	2	2	0	1
SPEG	3	13	35	81	8	22	40	15	6	0	4	2	1	21	2	3
SPG20	11	1135	34	74	78	48	38	126	3	251	5	25	23	14	13	30
SPHK1	19	459	25	175	118	59	28	71	7	66	4	25	30	1	7	13
SPIN2A	4	1	2	4	2	2	1	3	0	0	0	0	0	0	0	0
SPIN2B	21	13	45	10	18	16	19	24	0	0	0	0	0	0	0	0
SPIN3	569	340	1061	173	295	628	952	642	20	8	32	9	11	21	22	28
SPIN4	360	357	279	189	127	300	236	237	29	51	26	25	12	33	13	36
SPINK5	1	0	1	2	1	1	1	1	1	0	2	0	1	0	0	2
SPIRE1	212	321	139	117	384	204	87	38	8	28	8	10	52	13	9	3
SPIRE2	11	14	15	29	11	9	20	11	4	2	1	4	2	1	5	1
SPNS2	13	16	11	22	6	15	19	6	0	0	0	0	0	0	0	0
SPNS3	6	64	11	5	1	25	13	8	0	0	0	0	0	0	0	0
SPOCK1	3	3	11	28	4	14	5	16	10	4	3	6	1	7	11	1
SPON1	4	5	17	8	53	4	16	21	0	0	0	0	0	0	0	0
SPON2	0	20	5	30	205	0	8	47	0	1	1	7	14	1	4	7
SPOPL	2046	1141	1263	451	1226	662	1130	1359	18	21	41	36	61	30	82	45
SPR	15	76	17	83	89	21	18	59	5	32	2	7	14	1	2	8
SPRED1	60	211	205	423	435	308	306	166	3	16	8	24	16	27	35	9
SPRED3	22	22	46	135	78	61	48	16	3	1	2	6	6	4	6	1
SPRN	7	4	24	8	7	43	9	6	0	0	0	0	0	0	0	0
SPRR1A	1	0	1	2	1	1	1	1	0	0	0	0	0	0	0	0
SPRR1B	1	0	2	4	1	1	2	1	0	0	0	0	0	0	0	0
SPRY1	7	7	0	9	7	5	16	7	0	0	0	0	0	0	0	0
SPRY3	118	30	127	175	112	213	216	110	0	0	0	0	0	0	0	0
SPRY4	7	7	25	59	8	82	10	22	9	0	2	5	3	3	3	2
SPRYD4	237	277	348	508	677	446	385	343	18	35	16	41	39	29	19	32
SPSB1	3	204	71	138	1200	67	48	131	25	30	6	21	36	9	7	1
SPSB2	123	122	119	273	172	109	79	190	19	20	23	44	35	27	20	56
SPTA1	1	0	3	6	8	1	1	7	4	0	1	1	1	0	0	1
SPTB	17	41	65	152	249	280	28	21	6	15	9	13	21	36	17	4
SPTBN2	178	322	283	651	44	673	1224	354	33	58	35	28	5	39	74	73
SPTBN4	29	3	39	132	151	70	17	11	0	1	1	3	6	6	4	1
SPTBN5	10	20	17	25	37	7	6	12	6	4	3	0	3	0	1	1
SPTSSA	487	700	334	552	559	496	564	529	31	38	31	40	28	19	22	44
SPTY2D1-AS1	13	1	15	15	10	11	12	4	0	0	0	0	0	0	0	0
SRCIN1	5	1	12	34	127	16	5	3	0	1	4	1	13	2	2	0
SRD5A1	632	450	1068	259	684	602	831	428	21	29	40	10	44	21	48	10
SRD5A1P1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
SRD5A3	111	179	200	156	95	154	224	386	28	30	31	28	15	21	51	63
SRD5A3-AS1	10	3	1	6	3	5	5	14	0	0	0	0	0	0	0	0
SRGAP1	18	320	24	130	50	55	70	53	5	44	4	14	14	2	3	18
SRGAP2B	64	186	15	40	96	26	23	68	6	42	8	72	57	22	17	18
SRGAP3	248	53	327	735	99	257	281	1474	50	20	43	82	12	39	37	163
SRL	12	1	6	12	4	4	4	3	0	0	0	0	0	0	0	0
SRMS	201	192	365	29	10	264	37	125	38	27	32	2	1	27	2	14
SRP14-AS1	95	67	195	62	72	132	132	243	0	0	0	0	0	0	0	0
SRP9	2872	2842	1682	1316	1185	2121	1907	2103	80	222	54	120	56	158	81	26
SRPK3	2	1	3	4	3	3	3	2	0	0	0	0	0	0	0	0
SRRM2-AS1	4	6	3	4	6	7	4	8	0	0	0	0	0	0	0	0
SRRM4	3	1	3	9	4	4	4	3	1	0	0	1	1	0	0	2
SRRM5	10	9	10	18	5	16	8	184	0	0	0	0	0	0	0	0
SRSF12	8	195	5	13	44	23	0	7	0	0	0	0	0	0	0	0
SRXN1	109	270	134	337	707	320	319	360	4	12	7	6	16	14	16	2
SS18L1	448	356	474	269	397	358	406	325	8	18	24	19	33	28	26	25
SSBP2	218	236	67	148	329	134	71	21	52	63	25	24	59	25	10	4
SSBP3	246	529	358	704	178	473	512	457	42	84	38	65	15	69	86	45
SSBP3-AS1	7	5	11	2	2	3	8	7	0	0	0	0	0	0	0	0
SSC4D	8	6	19	61	17	12	15	4	0	0	0	0	0	0	0	0
SSC5D	1	14	39	9	95	28	1	8	0	2	4	1	14	2	0	1
SSH3	442	294	79	237	48	262	16	523	21	28	6	42	1	16	2	33
SSPN	3	147	4	11	22	4	4	57	0	12	1	5	5	2	1	3
SSPO	13	6	6	9	14	3	3	2	1	0	1	2	1	0	2	2
SSR4P1	7	12	22	15	15	13	11	3	0	0	0	0	0	0	0	0
SSSCA1-AS1	8	16	17	14	22	40	15	19	0	0	0	0	0	0	0	0
SSTR1	2	1	4	5	2	2	3	2	0	0	0	0	0	0	0	0
SSTR2	337	123	353	123	131	461	175	97	19	15	21	10	22	41	23	7
SSTR3	38	73	67	61	15	122	114	361	0	3	2	1	0	2	2	11
SSUH2	0	2	3	9	1	4	15	3	0	0	0	0	0	0	0	0
SSX2IP	376	710	171	243	271	230	288	194	27	49	17	41	29	19	26	22
ST13P4	15	28	17	8	22	14	10	13	0	0	0	0	0	0	0	0
ST20	110	136	109	104	161	85	58	50	18	20	5	21	13	12	13	1
ST20-AS1	31	37	51	39	70	36	26	25	0	0	0	0	0	0	0	0
ST3GAL3	332	246	481	825	421	545	517	451	0	5	10	23	39	33	66	30
ST3GAL4	68	362	194	359	237	185	76	199	6	28	12	23	12	11	13	22
ST3GAL4-AS1	5	29	4	5	15	9	1	7	0	0	0	0	0	0	0	0
ST3GAL5-AS1	44	21	188	17	31	48	65	52	0	0	0	0	0	0	0	0
ST3GAL6	1	122	4	35	26	8	22	63	0	12	1	3	2	0	0	7
ST3GAL6-AS1	0	11	0	1	10	0	0	11	0	0	0	0	0	0	0	0
ST6GALNAC2	0	179	4	6	115	4	6	5	0	0	0	0	0	0	0	0
ST6GALNAC3	1	93	0	6	3	1	1	1	0	0	0	0	0	0	0	0
ST6GALNAC5	2	1	0	3	2	2	2	2	0	0	0	0	0	0	0	0
ST7-AS1	0	3	9	0	3	2	4	2	0	0	0	0	0	0	0	0
ST7L	216	123	247	181	270	181	196	179	44	22	39	41	28	23	23	41
ST8SIA1	6	1052	7	118	26	52	29	34	3	44	0	12	2	0	0	4
ST8SIA5	2	4	1	1	1	2	5	3	0	0	0	0	0	0	0	0
ST8SIA6	6	28	3	4	1	1	1	6	0	0	0	0	0	0	0	0
STAB1	3	43	8	11	16	3	4	170	2	12	3	7	1	1	2	34
STAB2	5	1	7	3	5	6	6	5	0	0	0	0	0	0	0	0
STAC	2	1	6	15	43	8	2	22	0	0	0	0	0	0	0	0
STAC2	11	2	43	52	13	74	17	35	16	8	7	11	1	28	17	7
STAC3	104	145	139	167	56	114	86	108	8	15	14	9	6	12	5	14
STAG3L1	51	138	71	80	69	87	83	92	0	0	0	0	0	0	0	0
STAG3L2	85	221	75	139	142	90	132	145	0	0	0	0	0	0	0	0
STAG3L4	91	93	161	74	75	94	131	94	0	0	0	0	0	0	0	0
STAG3L5P	99	43	49	33	19	88	84	8	0	0	0	0	0	0	0	0
STAG3L5P-PVRIG2P-PILRB	299	167	472	260	279	314	333	227	0	0	0	0	0	0	0	0
STAM-AS1	69	50	57	11	24	45	16	46	0	0	0	0	0	0	0	0
STAR	5	12	11	9	8	27	1	6	0	0	0	0	0	0	0	0
STARD13	60	32	34	50	12	188	47	29	17	6	6	12	6	19	8	5
STARD4	1758	1980	729	458	872	177	1050	1298	61	101	57	56	67	15	41	46
STARD4-AS1	1	8	3	3	4	2	7	8	0	0	0	0	0	0	0	0
STARD5	355	92	511	282	182	420	237	338	44	18	17	21	9	36	5	33
STARD7-AS1	190	102	344	147	109	288	258	193	0	0	0	0	0	0	0	0
STARD8	14	206	18	83	121	38	14	44	0	31	3	8	7	2	4	7
STARD9	383	516	1025	341	701	912	1046	119	87	29	59	16	41	38	44	8
STAT4	40	368	84	210	392	119	82	131	6	108	20	36	108	18	17	26
STBD1	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	1
STC2	1	31	1	2	3	9	1	1	0	0	0	0	0	0	0	0
STEAP1	3	17	16	22	119	4	4	183	20	12	21	28	21	18	16	11
STEAP1B	1	1	5	10	262	2	0	2	5	8	4	12	30	7	5	3
STEAP2	195	32	139	270	49	199	74	248	15	5	6	16	3	4	4	20
STEAP3	238	366	225	304	129	143	359	321	83	78	41	38	13	15	42	58
STEAP3-AS1	12	5	4	8	4	7	8	2	0	0	0	0	0	0	0	0
STEAP4	18	368	1	40	14	3	0	16	8	130	1	11	7	0	0	6
STK3	210	362	186	233	606	179	235	205	46	94	49	67	153	39	16	44
STK31	9	2	5	5	4	7	8	1	0	0	0	0	0	0	0	0
STK32A	1	1	2	4	4	2	2	1	0	0	0	0	0	0	0	0
STK32B	3	53	0	6	7	3	4	3	0	0	0	0	0	0	0	0
STK32C	139	178	97	116	112	134	176	117	11	31	11	11	15	19	23	14
STK33	7	299	10	55	83	35	37	2	0	50	3	11	18	5	5	3
STKLD1	3	8	9	12	5	10	9	11	0	0	0	0	0	0	0	0
STMN2	7	2	7	19	8	9	11	7	1	1	1	4	1	3	8	1
STMN3	74	160	95	67	37	52	74	91	3	4	2	2	0	1	1	4
STMN4	15	25	6	7	1	1	7	8	0	0	0	0	0	0	0	0
STON1	20	5	9	3	2	6	7	7	0	0	0	0	0	0	0	0
STON2	4	139	15	28	9	75	33	21	1	10	2	3	1	3	2	2
STOX1	1	21	2	2	15	29	1	24	0	0	0	0	0	0	0	0
STOX2	2	19	3	7	6	2	3	2	0	0	0	0	0	0	0	0
STPG1	257	114	700	279	458	536	569	138	28	24	67	17	55	38	27	17
STRA13	331	212	405	511	251	594	482	639	29	20	26	25	17	36	52	31
STRA6	1	2	2	4	3	1	5	1	0	0	0	0	0	0	0	0
STRC	4	4	7	6	4	8	1	3	0	0	0	0	0	0	0	0
STRIP2	21	785	33	181	12	322	134	92	8	127	4	26	4	41	24	12
STS	81	190	138	56	130	128	55	87	4	7	7	10	10	10	10	8
STX16-NPEPL1	24	11	27	7	2	20	12	5	0	0	0	0	0	0	0	0
STX17-AS1	9	3	14	4	2	11	1	20	0	0	0	0	0	0	0	0
STX18-AS1	37	36	55	67	38	64	68	78	0	0	0	0	0	0	0	0
STX1A	63	25	88	47	54	71	47	11	6	3	2	2	1	8	7	0
STX1B	44	23	196	119	103	102	142	50	3	4	12	3	8	6	10	6
STX2	989	905	913	631	1383	942	1074	302	16	35	40	35	62	41	67	31
STXBP1	32	85	88	193	223	109	71	91	39	30	18	42	31	22	26	19
STXBP4	190	117	76	55	43	115	85	115	9	23	22	16	19	16	13	19
STXBP5-AS1	17	160	8	8	22	6	8	5	0	0	0	0	0	0	0	0
STXBP5L	2	1	0	6	2	2	2	2	0	0	0	0	0	0	0	0
STXBP6	1	19	4	1	3	1	1	3	0	0	0	0	0	0	0	0
STYK1	2	4	4	4	2	2	3	22	0	0	0	0	0	0	0	0
SUCLG2-AS1	15	6	5	3	29	7	1	4	0	0	0	0	0	0	0	0
SUCNR1	4	36	0	3	1	1	1	4	0	0	0	0	0	0	0	0
SUGCT	5	13	9	11	1	10	18	14	0	0	0	0	0	0	0	0
SUGT1P3	6	12	12	5	7	14	8	10	0	0	0	0	0	0	0	0
SULF1	2	1	3	4	2	2	2	2	0	0	0	0	0	0	0	0
SULF2	170	1077	70	231	135	439	113	634	57	305	28	93	24	82	19	88
SULT1A1	8	25	8	16	11	20	12	10	3	6	5	10	7	4	3	8
SULT2B1	1	0	4	2	1	1	1	1	0	0	0	0	0	0	0	0
SULT4A1	2	1	2	9	2	2	2	2	0	0	0	0	0	0	0	0
SUMF1	179	319	312	357	368	304	254	271	16	54	28	36	43	34	51	44
SUMO1P1	14	6	23	22	16	17	21	27	0	0	0	0	0	0	0	0
SUMO1P3	72	76	41	76	47	62	49	52	0	0	0	0	0	0	0	0
SUMO4	28	15	19	28	6	11	10	2	14	2	3	28	8	13	19	15
SUN3	0	0	0	0	0	0	0	0	6	4	3	11	4	9	7	7
SUPT20HL1	1	0	2	3	1	1	2	1	0	0	0	0	0	0	0	0
SUPT20HL2	1	1	3	4	2	2	2	1	0	0	0	0	0	0	0	0
SUPT3H	256	206	368	171	285	313	320	188	22	41	33	13	37	29	46	11
SUSD2	6	4	6	4	2	1	0	34	0	0	0	0	0	0	0	0
SUSD3	171	127	184	223	147	135	177	506	45	15	38	48	30	26	53	116
SUSD4	1	2	2	4	1	1	6	1	0	0	0	0	0	0	0	0
SUSD5	2	8	2	7	52	2	2	4	0	0	0	0	0	0	0	0
SUV420H2	86	107	146	276	214	148	125	119	18	16	10	31	18	33	17	24
SUZ12P1	63	97	68	57	69	70	46	88	0	0	0	0	0	0	0	0
SV2A	7	45	17	33	74	57	23	26	1	9	1	2	4	3	2	1
SV2B	1	0	2	3	1	5	1	4	0	0	0	0	0	0	0	0
SV2C	1	0	1	3	62	1	1	1	0	0	0	0	0	0	0	0
SVBP	191	150	212	184	215	199	215	208	17	21	21	14	25	15	9	14
SVEP1	3	11	2	4	3	4	4	3	0	0	0	0	0	0	0	0
SVIL	7	257	16	33	31	29	66	34	8	48	4	8	4	3	2	6
SVIL-AS1	41	99	162	102	53	60	20	143	0	0	0	0	0	0	0	0
SVILP1	17	2	6	14	1	5	50	9	0	0	0	0	0	0	0	0
SVIP	337	755	660	307	412	1029	326	855	26	78	42	22	18	48	21	57
SWSAP1	47	57	53	51	36	39	44	52	20	17	12	14	16	14	21	16
SWT1	190	180	141	58	221	83	77	74	43	25	31	35	73	26	25	18
SYBU	36	21	73	71	11	137	59	518	3	1	4	8	2	7	5	40
SYCE1L	3	2	5	7	10	5	1	7	5	3	5	8	4	6	3	9
SYCE2	25	32	38	59	44	79	61	204	2	9	3	13	4	9	6	18
SYCE3	1	3	5	7	3	6	19	1	0	0	0	0	0	0	0	0
SYCP1	1	0	1	2	1	1	2	1	0	0	0	0	0	0	0	0
SYCP2	74	379	2	5	115	4	4	7	20	27	5	3	37	0	0	2
SYCP2L	1	5	1	2	1	1	1	5	0	0	0	0	0	0	0	0
SYCP3	15	8	6	6	1	5	5	8	0	0	0	0	0	0	0	0
SYDE1	3	14	10	20	3	29	13	3	1	1	2	3	1	3	6	6
SYDE2	17	24	4	0	4	0	0	1	4	5	9	1	1	2	2	17
SYN1	4	6	8	27	31	21	2	13	6	3	2	2	9	4	0	1
SYN2	12	1	16	33	3	10	11	2	3	0	1	2	1	4	1	1
SYNC	4	0	2	4	3	1	1	1	0	1	4	4	8	0	5	10
SYNDIG1L	7	4	10	2	6	3	4	5	0	0	0	0	0	0	0	0
SYNE4	5	4	20	16	14	14	16	6	0	0	0	0	0	0	0	0
SYNGR1	9	53	6	30	150	7	6	32	0	12	3	7	21	3	4	6
SYNGR4	0	1	2	15	2	3	4	2	0	0	0	0	0	0	0	0
SYNJ2BP	1372	760	854	379	634	1164	941	693	18	15	9	4	8	7	3	2
SYNM	6	8	14	28	20	12	12	34	0	2	2	2	2	0	4	4
SYNPO2	35	846	46	171	104	38	74	218	3	43	4	20	5	6	3	36
SYNPO2L	1	2	0	3	1	1	2	6	0	0	0	0	0	0	0	0
SYP	181	57	193	111	80	147	187	97	27	9	11	6	2	6	11	5
SYPL2	1	2	3	7	7	1	1	1	0	0	0	0	0	0	0	0
SYT1	1	1	3	3	2	2	2	4	0	0	0	0	0	0	0	0
SYT12	14	1	7	12	126	7	2	9	0	0	0	0	0	0	0	0
SYT13	10	5	25	26	11	12	15	9	43	23	12	23	1	27	31	8
SYT15	21	18	20	58	16	23	16	26	2	3	2	6	3	1	4	6
SYT17	2448	1314	2200	1043	75	1581	2611	1907	241	129	120	46	2	134	277	286
SYT2	2	1	7	4	16	9	3	2	0	0	0	0	0	0	0	0
SYT4	2	1	1	4	4	2	2	2	0	0	0	0	0	0	0	0
SYT5	1	0	0	4	30	1	1	1	0	0	0	0	0	0	0	0
SYT6	2	1	3	6	2	2	3	2	0	0	0	0	0	0	0	0
SYT7	15	8	24	107	1	35	19	6	9	5	4	4	1	7	5	2
SYTL2	575	77	403	36	39	101	170	351	59	10	106	15	11	14	28	52
SYTL3	91	216	173	317	499	215	203	289	5	22	10	28	36	19	22	28
SYTL4	7	86	7	9	2	8	2	13	0	0	0	0	0	0	0	0
T	3	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0
TACC2	28	5	29	34	10	34	40	8	10	5	5	7	4	9	11	3
TACR2	17	1	11	13	13	6	5	34	0	0	0	0	0	0	0	0
TAF13	184	138	154	155	252	144	209	159	25	50	25	26	45	37	23	14
TAF1A	366	179	235	121	330	314	244	130	45	39	53	24	62	60	38	14
TAF1A-AS1	11	13	48	4	6	24	11	9	0	0	0	0	0	0	0	0
TAF1L	31	8	46	14	60	64	14	30	28	46	39	68	39	33	39	28
TAF7L	5	0	1	3	7	1	1	1	0	0	0	0	0	0	0	0
TAGLN	135	76	313	150	230	61	110	230	5	5	6	12	12	9	0	17
TAGLN3	1	0	0	3	1	6	1	1	0	0	0	0	0	0	0	0
TAL1	3	40	3	20	0	4	5	13	0	0	0	0	0	0	0	0
TANC1	25	115	127	176	9	237	133	41	64	27	27	37	6	43	56	29
TANC2	38	131	142	360	818	129	130	46	18	18	18	48	61	24	28	16
TAPT1-AS1	131	85	164	76	84	176	224	104	0	0	0	0	0	0	0	0
TARP	11	385	16	16	17	26	16	60	0	0	0	0	0	0	0	0
TAS1R1	2	1	5	4	7	0	0	14	0	0	0	0	0	0	0	0
TAS1R3	5	0	4	1	3	4	2	7	0	0	0	0	0	0	0	0
TAS2R10	14	5	8	1	1	1	1	1	0	0	0	0	0	0	0	0
TAS2R14	6	25	9	4	4	11	14	10	0	0	0	0	0	0	0	0
TAS2R19	1	10	2	1	1	5	1	1	0	0	0	0	0	0	0	0
TAS2R20	16	33	23	9	23	33	16	31	0	0	0	0	0	0	0	0
TAS2R31	7	10	4	3	5	2	2	4	0	0	0	0	0	0	0	0
TAS2R4	7	5	4	5	0	6	8	10	0	0	0	0	0	0	0	0
TAS2R5	6	8	5	7	6	25	19	4	0	0	0	0	0	0	0	0
TAS2R50	5	0	2	1	1	1	1	3	0	0	0	0	0	0	0	0
TAT	1	0	4	3	2	1	5	2	0	0	0	0	0	0	0	0
TAT-AS1	4	4	6	4	9	3	4	2	0	0	0	0	0	0	0	0
TAX1BP3	0	0	0	0	0	0	0	0	49	44	35	31	43	36	26	24
TBC1D16	1	267	39	97	202	36	28	31	1	12	5	0	7	3	4	1
TBC1D30	54	125	26	31	11	18	29	91	7	18	3	5	0	1	9	15
TBC1D32	202	157	139	54	75	164	109	79	40	15	22	7	36	27	26	2
TBC1D3B	6	10	2	9	5	4	7	2	1	1	1	2	3	5	11	0
TBC1D3P1-DHX40P1	15	29	14	24	23	19	39	12	0	0	0	0	0	0	0	0
TBC1D3P2	12	4	7	1	4	6	3	3	0	0	0	0	0	0	0	0
TBC1D4	13	2758	49	173	447	67	95	237	7	398	16	46	74	6	20	38
TBC1D8	1611	764	2954	463	96	311	3533	869	371	121	457	66	16	39	437	178
TBC1D8B	8	58	13	31	9	10	12	16	8	11	7	15	9	8	6	7
TBKBP1	102	99	397	911	426	180	2646	389	24	14	35	46	38	17	157	39
TBL1Y	9	2	19	28	21	11	13	9	5	7	6	8	5	9	16	2
TBR1	1	0	2	2	1	1	1	1	1	0	7	0	2	1	2	3
TBX1	3	12	4	7	18	3	3	6	32	13	9	11	5	25	28	10
TBX10	71	0	32	22	0	38	23	96	12	1	6	3	0	5	4	18
TBX15	41	3	77	128	1424	13	67	24	41	15	18	26	79	29	30	2
TBX18	9	11	21	25	10	11	13	8	10	1	3	4	6	0	1	2
TBX19	59	57	199	51	241	97	93	98	6	4	12	8	30	12	17	8
TBX20	0	0	0	0	0	0	0	0	0	5	1	0	5	1	0	0
TBX21	167	76	1061	2349	1663	1141	6867	1885	62	16	198	391	348	198	1278	522
TBX3	4	5	4	9	4	4	5	3	8	7	6	8	1	10	18	7
TBX4	107	77	96	100	6	42	37	45	22	23	10	12	1	13	11	15
TBX5	2	1	2	4	2	2	3	2	0	0	0	0	0	0	0	0
TBX6	17	27	18	41	22	32	16	22	7	6	1	7	5	7	3	5
TBXA2R	22	15	18	26	9	23	15	25	8	9	9	18	17	28	25	14
TBXAS1	36	456	30	146	178	58	32	129	4	200	3	27	24	2	5	17
TC2N	849	226	823	54	85	863	1491	173	42	12	103	6	7	39	111	9
TCAF2	288	128	487	384	245	415	610	441	17	30	31	44	21	37	48	34
TCAF2P1	17	15	9	61	16	25	36	31	0	0	0	0	0	0	0	0
TCAIM	378	318	436	187	312	342	449	278	15	18	26	12	19	18	25	16
TCAM1P	1	0	1	5	2	1	1	43	0	0	0	0	0	0	0	0
TCAP	7	1	1	16	14	3	3	4	0	0	0	0	0	0	0	0
TCEA3	4	32	24	42	54	56	46	233	3	8	3	14	4	9	14	12
TCEAL1	411	159	501	153	403	406	345	328	19	14	30	10	20	17	12	20
TCEAL2	0	0	0	0	0	0	0	0	8	9	6	16	9	13	3	7
TCEAL3	328	251	597	247	248	433	339	337	28	29	34	17	18	27	32	33
TCEAL5	0	0	0	0	0	0	0	0	9	4	4	3	1	1	10	3
TCEAL6	3	4	7	8	3	8	6	6	8	19	8	7	6	15	7	6
TCEANC	141	97	204	93	128	174	169	212	25	14	14	11	11	24	12	9
TCEB3-AS1	30	35	73	15	21	61	55	38	0	0	0	0	0	0	0	0
TCERG1L	0	0	1	0	0	0	34	2	0	0	0	0	0	0	0	0
TCF15	2	5	1	6	2	2	2	2	3	4	1	4	0	6	4	4
TCF21	2	1	1	5	2	2	2	2	0	0	0	0	0	0	0	0
TCF23	2	1	1	14	2	3	3	2	0	0	0	0	0	0	0	0
TCF7L1	25	27	48	46	50	27	71	3	5	3	5	8	3	11	14	7
TCF7L2	113	71	103	270	146	152	109	36	37	26	26	30	40	28	29	13
TCHH	1	9	1	4	28	1	1	1	0	0	0	0	0	0	0	0
