	GpB_1	GpB_2	GpA_1	GpA_2	GpA_3	GpA_4	GpA_5	GpA_6
TTC1	1914	1036	1951	1452	1739	1843	1812	1621
TTC12	80	186	270	146	152	255	183	317
TTC13	810	445	586	351	392	537	821	459
TTC14	1365	1748	869	365	396	409	801	732
TTC17	2459	2191	2977	1643	2301	2074	2849	1786
TTC19	902	706	1048	694	828	864	853	773
TTC21B	632	594	395	246	330	419	458	414
TTC27	693	500	624	512	547	669	794	433
TTC28	536	466	832	773	1023	839	764	481
TTC3	4556	5441	3327	1076	3310	1975	2072	2893
TTC31	499	605	1495	610	754	924	911	1460
TTC33	1853	855	914	467	851	822	1175	676
TTC37	2232	2953	1661	530	1339	900	1048	1537
TTC38	220	210	739	191	643	435	184	208
TTC39C	248	574	302	356	821	236	641	441
TTC5	410	267	682	606	418	573	522	610
TTC7A	1974	1836	3863	2831	3828	2488	2905	3940
TTC9C	694	328	1303	546	683	917	869	736
TTF1	1077	833	715	442	608	636	732	614
TTF2	1905	2099	1829	2917	2626	4368	3548	1984
TTI1	1151	1052	1654	1606	1678	2200	1938	733
TTI2	348	264	471	523	543	470	433	430
TTK	237	973	157	194	211	221	219	426
TTL	767	983	1071	956	1171	1079	1154	1050
TTLL12	550	753	745	2005	820	1469	1780	1326
TTLL4	735	390	1024	1497	1360	1262	1408	729
TTLL5	461	536	523	845	541	755	608	744
TTN	2770	1923	3340	844	1705	1526	1389	6511
TTPAL	1589	1291	3295	1461	1414	2845	2803	1902
TTYH3	469	703	647	1083	1910	609	516	433
TUBA1A	2582	4800	3227	7403	3936	4749	2679	2814
TUBA1B	8189	22010	8776	36579	14588	21250	10235	20702
TUBA1C	2714	8153	2990	9498	4055	6026	3419	5113
TUBA4A	2126	978	2885	7351	3595	3884	2285	4928
TUBB	20687	25418	25163	67264	27636	59698	28197	46022
TUBB3	201	143	232	684	283	233	87	136
TUBB4B	2795	2939	2853	7737	4632	3940	2519	4447
TUBD1	423	223	370	149	150	234	275	348
TUBE1	562	459	530	176	510	657	494	152
TUBG1	651	587	710	1776	974	1378	826	1276
TUBG2	128	86	314	66	152	199	106	131
TUBGCP2	1895	983	2660	2492	1974	2259	2387	2163
TUBGCP3	783	867	1040	1047	1115	1182	1082	890
TUBGCP4	970	521	1075	1110	596	1284	1266	1009
TUBGCP5	501	554	380	324	445	426	405	273
TUBGCP6	1349	1086	2304	2033	1331	2005	1974	1625
TUFM	5525	3943	5797	6323	5748	7110	5727	4724
TULP3	164	295	359	283	389	314	373	353
TULP4	792	393	713	1393	1311	656	808	1048
TUT1	680	498	1151	1223	887	1201	1034	937
TVP23A	346	378	1007	244	143	409	179	168
TWF2	2851	2079	4999	2899	4996	3208	2672	2116
TWISTNB	1437	990	566	422	526	638	853	622
TWSG1	361	1449	271	206	193	399	191	434
TXLNA	4110	2735	7606	6198	6833	6405	6738	5078
TXLNG	1571	1635	1197	586	759	1202	1062	1083
TXN	15114	8769	8214	16357	8308	15139	21891	4743
TXN2	1758	1405	2417	2250	3268	3385	2703	2183
TXNDC11	1403	1162	2236	2653	2635	1694	2285	2562
TXNDC12	996	914	1256	1374	1074	985	1215	1356
TXNDC15	745	598	983	897	1367	734	911	899
TXNDC16	487	301	294	164	99	230	531	353
TXNDC17	430	227	346	531	246	403	380	300
TXNDC9	984	690	779	724	903	710	964	646
TXNIP	1687	506	2144	5477	5638	2451	676	4736
TXNL1	1886	1288	1781	3946	2662	2429	2424	1811
TXNL4A	1061	1050	1424	1374	1092	1250	1316	1191
TXNRD1	1915	2489	2286	1761	2180	1593	1937	3885
TXNRD2	329	229	486	432	370	368	473	416
TYK2	2791	2387	4139	5144	2612	3414	3332	3932
TYMP	821	1399	1558	1969	2198	1494	1618	512
TYMS	79	1645	292	1717	976	1449	219	1709
TYSND1	393	335	685	427	553	670	752	565
TYW1	964	565	1040	491	632	797	818	588
TYW1B	298	103	334	63	112	257	154	114
TYW3	1098	391	1172	292	511	502	1017	815
U2AF1	3039	1754	3158	4511	2211	3648	3620	3025
U2AF1L4	500	240	737	573	669	572	589	946
U2AF2	4029	3466	5295	8105	4167	5702	5796	4434
U2SURP	5318	6819	2552	1661	2164	2340	3597	2312
UAP1	586	739	623	945	1937	503	646	915
UAP1L1	815	313	1422	960	916	852	946	568
UBA1	7151	5325	11305	17244	10488	12341	12150	9958
UBA2	4444	3490	3376	3425	3827	3885	4350	3724
UBA3	1908	1369	1376	1171	1602	1264	1436	1208
UBA5	1894	1163	1073	707	964	1099	1148	1002
UBA52	21243	11728	22055	25356	22590	19632	21414	15664
UBA6	2155	2210	1216	746	1284	963	1449	1130
UBA7	836	461	1029	1342	1936	1161	1951	797
UBAC1	1009	822	1459	1255	947	1502	1283	1137
UBAC2	643	631	1343	668	1041	878	905	749
UBALD1	212	254	223	469	235	183	274	222
UBALD2	4033	2444	4374	3494	5676	3989	5432	1659
UBAP1	1627	828	2715	2565	2166	1716	2201	2171
UBAP2	943	1240	1597	1964	1832	1560	1606	1444
UBAP2L	6596	4088	11372	13388	10626	8444	11202	7128
UBASH3B	2783	473	2521	708	3795	1544	1353	106
UBB	7626	7354	9214	18584	7025	8885	8675	12652
UBC	22924	24031	26711	43168	33062	25645	33365	21093
UBE2A	2296	1755	2510	2068	2757	2824	2390	1496
UBE2B	1873	1242	2161	2370	3460	1921	2386	1219
UBE2C	70	823	92	632	736	656	137	1038
UBE2D1	543	807	487	386	521	451	629	433
UBE2D2	3867	2134	3661	4840	4623	3968	3770	3027
UBE2D3	6321	5282	6023	7836	7325	6218	7869	5564
UBE2E1	2269	1613	2127	2906	2368	2552	2260	1762
UBE2E2	479	127	697	868	704	470	983	248
UBE2E3	1214	734	1248	2315	1021	1397	1783	2236
UBE2F	399	830	483	468	761	296	517	536
UBE2G1	1512	919	1816	2279	2764	1352	1821	2612
UBE2G2	2201	2159	3125	2931	2777	3102	3536	2961
UBE2H	3200	2170	4546	2105	2980	3207	3557	1788
UBE2I	3018	2402	3906	3905	3742	4285	3574	3152
UBE2J1	3046	2454	3202	2085	3180	2147	3233	5325
UBE2J2	883	638	1134	1286	980	998	1087	1006
UBE2K	3692	2349	2972	2029	2368	2799	3534	2581
UBE2L3	2028	1488	2416	2875	1747	2016	2187	2084
UBE2L6	1712	1326	5474	4333	1745	3769	7257	6375
UBE2M	942	752	818	2963	1104	1136	1092	893
UBE2N	4109	3314	3202	5302	3821	4789	4152	3137
UBE2O	1336	1027	2171	2277	1563	1833	2022	1348
UBE2Q1	2875	1841	4306	4177	5338	3223	3638	3016
UBE2Q2	733	703	607	295	908	504	396	561
UBE2R2	2506	1741	3080	3502	2725	2940	2932	2726
UBE2S	337	974	255	1312	654	621	500	647
UBE2T	203	505	172	394	234	750	255	715
UBE2V2	1357	1239	811	820	856	997	1185	922
UBE2W	945	752	611	549	775	463	710	704
UBE2Z	12972	5576	24755	12171	9417	16763	23454	13067
UBE3A	13503	5011	7233	3623	2974	7168	8321	5163
UBE3B	1364	1386	2444	3041	1694	2207	2700	1889
UBE3C	2471	1907	3396	2658	3395	2914	3515	2495
UBE4A	3055	2230	2500	2360	2025	3034	3120	2615
UBE4B	1678	1296	2674	2322	2426	2442	2657	2256
UBFD1	1422	868	2496	1953	2037	1794	2232	1602
UBIAD1	648	406	859	815	618	808	1049	839
UBL3	1480	916	970	609	933	557	859	974
UBL4A	1482	842	1687	1882	1299	1543	1528	1412
UBL5	607	658	525	949	512	509	564	520
UBL7	1491	770	2298	2459	1772	1426	2460	2140
UBLCP1	1517	1256	591	499	566	600	677	561
UBN1	2081	1273	3435	2866	2426	2965	3424	2876
UBN2	1651	927	805	793	1179	617	919	730
UBOX5	220	129	304	460	304	279	337	275
UBP1	2863	1974	3093	2789	2249	2915	3759	2266
UBQLN1	3278	2532	3307	2177	3598	2838	3636	2526
UBQLN2	2071	1285	2264	987	888	1948	2268	1118
UBQLN4	1120	997	1542	2571	2272	1682	1679	1049
UBR1	1706	1535	1157	669	1182	892	1178	795
UBR2	2696	1358	2108	1134	1569	1567	2002	1726
UBR3	1736	1070	989	726	1138	838	1026	733
UBR4	9662	6735	26087	18324	14188	17518	22013	18147
UBR5	6896	4239	6096	6018	6172	4903	7088	5343
UBR7	1578	1055	2014	1949	1970	3275	2012	2542
UBTF	4504	2957	5933	7421	5053	6708	6499	5107
UBXN1	9542	3762	11068	7468	8273	9026	11316	4625
UBXN11	201	148	254	346	178	333	290	345
UBXN4	7771	6015	5073	2858	4977	3887	5136	4585
UBXN6	1653	780	1991	1683	1493	1507	2021	1496
UBXN7	1953	1024	2075	1143	1834	1837	1975	1409
UCHL3	289	247	166	278	133	264	323	211
UCHL5	1448	1839	877	752	2599	1022	1057	813
UCK1	654	433	775	1746	888	896	833	1084
UCK2	1991	1366	3474	2935	3203	2973	3144	1401
UCKL1	490	394	750	615	662	542	524	523
UCP2	6144	3350	14641	8241	7667	4701	6552	7691
UEVLD	443	249	348	160	408	232	222	155
UFC1	2471	1571	3375	2113	2846	2395	2293	2597
UFD1L	971	669	1404	1131	1018	1091	862	915
UFL1	1230	1457	714	465	979	552	624	931
UFM1	2384	1756	1564	855	1608	1356	1976	766
UFSP2	465	278	391	191	450	375	307	215
UGCG	7633	2769	5013	2320	3969	3374	3986	2907
UGDH	1284	435	1092	1130	1437	1115	1138	995
UGGT1	3714	3244	4212	3345	5834	4509	4149	3190
UGP2	2150	1898	1513	1347	1758	1419	1610	1698
UGT8	253	217	264	179	279	252	241	161
UHMK1	6773	3590	5326	2922	8342	3576	7202	5411
UHRF1	120	1830	146	3138	784	2270	362	1316
UHRF1BP1	1223	1934	2690	1364	1539	2305	3156	1706
UHRF1BP1L	1913	2385	740	579	670	631	809	967
UHRF2	2884	1557	2844	1409	2774	2001	2782	1344
UIMC1	1740	878	2206	1469	1676	1846	2028	1531
ULK1	670	754	1011	917	740	744	1016	541
ULK3	776	562	1184	825	1090	1067	810	909
UMAD1	324	286	467	182	278	384	425	315
UMPS	1828	951	1761	2497	1637	2641	2297	1638
UNC119	1294	857	1645	3936	3554	1530	1498	1132
UNC119B	1118	1088	1669	1792	1819	2146	1658	1674
UNC13D	1040	1068	1825	2313	2106	1562	1221	2403
UNC45A	1966	1199	3502	3308	2947	2900	2724	2000
UNC50	612	403	606	612	519	441	583	450
UNC93B1	351	399	614	645	541	396	613	699
UNG	494	1745	679	2206	1052	2673	942	1839
UNK	639	646	964	1047	652	845	944	999
UNKL	252	224	380	321	279	251	307	310
UPF1	2330	2601	3469	4514	2043	3645	3261	3066
UPF2	5494	3437	3396	1322	2902	2098	3537	1942
UPF3A	860	992	944	636	728	823	969	1012
UPF3B	1485	1387	917	446	928	888	948	401
UPP1	383	1269	312	726	593	326	391	223
UPRT	239	150	298	260	301	243	294	278
UQCC1	890	588	1311	927	1044	1261	1493	564
UQCC2	389	350	392	974	362	716	603	629
UQCR10	1104	638	1128	1042	915	1077	1095	1276
UQCR11	909	772	940	1606	676	933	1026	898
UQCRB	4731	3631	3380	2212	4144	3602	3447	3297
UQCRC1	2539	2577	2529	4760	2769	3621	3785	3026
UQCRC2	4676	3628	5326	3901	4265	5386	5552	4073
UQCRFS1	1030	1007	817	1468	965	1084	1141	1076
UQCRH	1822	2359	2151	2191	3534	1768	2226	2398
UQCRQ	844	790	805	1233	860	1157	974	769
URB1	900	945	1621	1632	1048	1933	2101	1205
URB2	1564	889	1911	1969	585	2196	2892	1283
URGCP	775	476	1282	1069	1013	959	1210	759
URI1	2269	1361	1782	1176	1563	1444	1803	1404
URM1	1985	1077	2097	2853	1806	2350	2785	1840
UROD	947	779	1383	1796	1691	1532	1191	1336
UROS	442	388	803	506	476	552	757	536
USB1	1446	693	2165	1788	1469	1992	1800	1327
USE1	403	255	334	547	426	420	386	455
USF1	1165	700	2085	1782	1744	1417	1203	1784
USF2	3274	2204	4115	5179	3926	3422	3385	5095
USMG5	744	699	697	832	743	688	841	495
USO1	3477	3343	2106	998	2465	1285	1499	1849
USP1	2340	3620	1092	1115	1471	1469	974	1886
USP10	2952	2088	3615	2263	2419	2897	2899	1668
USP11	1441	1029	2865	1685	1734	2416	2078	2218
USP12	4874	3929	2824	1454	2629	2281	2720	1578
USP13	414	775	601	452	798	731	591	804
USP14	3862	2275	2627	3939	4541	3166	4101	2855
USP15	3540	3234	1585	1224	1560	1192	2299	1602
USP16	1844	2566	937	511	899	618	904	1059
USP19	1763	1207	2897	3134	2428	2525	3256	2652
USP20	1339	1039	2341	2196	1274	1804	2386	1425
USP21	774	481	1139	1757	1104	1014	1347	1145
USP22	5279	3046	9622	5401	6872	6697	7381	6849
USP24	10335	5233	7838	4237	7368	4731	7490	4025
USP25	1797	1566	1136	526	939	770	1166	1000
USP28	1376	1279	1613	689	1166	1102	1603	1487
USP3	1953	1466	1740	1408	2368	1438	1998	1222
USP30	211	131	223	263	300	256	145	171
USP31	377	441	507	443	631	447	537	427
USP32	2137	1622	2183	1302	2474	1728	2083	991
USP33	1851	1178	1194	714	1182	934	1464	990
USP34	9775	9718	6845	2919	4741	4415	5691	4340
USP36	1599	1240	2487	2472	2425	2321	2895	1693
USP37	1084	1086	826	536	847	986	745	936
USP38	1949	1047	1425	831	1289	996	1482	1311
USP39	1251	913	2102	1609	1379	1920	1846	1812
USP4	2699	1632	4558	3746	3061	3785	3973	3594
USP42	485	319	576	533	569	544	651	547
USP45	1146	1467	575	308	420	559	463	452
USP46	3073	1300	3621	736	429	1426	2456	3781
USP47	7719	4980	3905	1695	1759	2514	3468	2509
USP48	3696	2234	3632	1413	3452	1782	2500	2428
USP5	4405	2529	5142	8079	4143	5601	6017	4136
USP53	432	761	226	74	254	100	259	290
USP6NL	1569	346	542	812	1180	1752	1096	143
USP7	11776	4894	10612	4729	5875	7090	10763	7356
USP8	1878	1861	1103	670	955	729	1323	1248
USP9X	9369	6503	7368	4448	6555	6377	5703	5088
USPL1	1162	892	752	376	586	516	725	790
UTP11L	700	702	527	877	675	728	723	683
UTP14A	1676	999	1757	1326	1806	1820	1913	1427
UTP14C	700	711	652	192	391	477	449	521
UTP15	986	639	467	471	439	675	743	582
UTP18	2260	1293	1956	1654	2165	2498	2637	1626
UTP20	1742	2294	1078	1137	766	1645	1699	1024
UTP23	782	658	389	212	317	324	446	352
UTP3	2616	1117	1822	1256	1665	1409	1449	939
UTP6	2279	1413	2430	1765	2236	2656	2573	1544
UTRN	2539	2256	2270	881	1339	1481	965	1717
UVRAG	5858	2863	7565	2886	3884	4181	5911	4909
UVSSA	460	363	560	591	561	669	863	634
UXS1	1650	1224	1616	2048	1828	1476	2226	819
UXT	3542	2481	4246	3702	3538	4479	4328	3426
VAC14	1188	1348	1896	2295	1904	1566	1898	1896
VAMP2	1650	787	2576	2508	1556	1747	2268	2487
VAMP5	819	480	864	1321	587	836	1148	4166
VAMP8	3820	1481	6352	2661	3276	3384	3603	3951
VAPA	4296	2693	4387	4830	4186	4564	5056	3644
VAPB	1977	1139	2218	1850	1233	1935	2523	1611
VARS	3272	2326	4537	9271	3338	9683	9519	3607
VARS2	1315	1093	1818	1645	792	2157	1612	859
VASH2	2178	1833	1089	1022	134	2295	1824	1064
VASP	6977	2203	8148	10802	16069	8134	7599	2407
VAT1	1379	733	1479	2458	3245	1900	1811	948
VAV1	1568	714	2284	2074	2357	1934	1983	1952
VAV2	3470	2025	5666	3896	4998	4215	4222	2975
VBP1	2123	1255	1162	1302	1385	2061	1582	1158
VCL	1695	1546	1402	2906	540	2530	1442	2501
VCP	11104	6691	17886	22887	16004	14972	15041	13939
VCPIP1	2586	1565	1689	885	1448	1131	1839	2068
VDAC1	5767	6426	6489	6089	6350	8174	8571	3766
VDAC2	1121	1436	1005	1412	1106	1183	1378	1004
VDAC3	2179	1464	2172	2408	1665	2344	2078	1880
VDR	943	4053	386	2617	361	2160	1752	239
VEGFB	1514	934	2111	1838	2961	1660	1449	1210
VEZF1	2376	1300	1572	1797	1678	1465	2005	1464
VEZT	1375	1381	927	657	1252	890	749	828
VGLL4	477	384	1011	487	741	644	700	258
VHL	2378	2038	2687	3181	4752	3135	2776	3304
VILL	289	256	408	476	366	368	425	304
VIM	53097	21668	87595	48276	35893	52685	35907	20879
VIMP	929	571	1695	1178	1973	878	1439	1413
VIPAS39	895	566	1373	1455	1438	1516	1271	1072
VKORC1	595	488	860	574	366	537	746	341
VKORC1L1	966	953	1049	1036	1292	1212	1214	836
VMA21	940	850	644	800	864	922	1229	1040
VMP1	1787	2475	2233	2584	2245	2648	2402	3467
VNN2	546	205	869	327	1376	649	509	414
VOPP1	15961	9225	28681	8873	6021	10695	18627	17952
VPRBP	2549	2081	3879	2568	2153	3602	3728	2998
VPS11	1126	848	1927	2459	2263	1703	1879	2042
VPS13A	1399	3132	961	412	622	255	663	926
VPS13B	2362	1881	2444	1066	1471	1405	1640	1801
VPS13C	7042	8250	5673	1747	3551	3249	4290	4133
VPS13D	2235	1741	3072	1880	2999	2195	2840	2715
VPS16	696	481	1049	1383	914	1076	1017	682
VPS18	776	527	1333	1339	1318	997	1015	897
VPS25	688	650	1195	1570	1247	1186	1043	1077
VPS26A	1806	1219	1082	976	1514	817	1168	858
VPS26B	649	296	867	802	804	522	861	646
VPS28	962	668	1168	1840	1233	1427	966	968
VPS29	1295	1291	1051	1417	1003	1402	909	755
VPS33A	1124	982	1562	1269	1757	1272	1270	1206
VPS33B	1454	562	2100	1311	1147	1601	1564	696
VPS35	4858	3194	4195	3286	5649	4066	3939	2790
VPS36	1476	1299	1423	628	1010	1002	1347	1223
VPS37A	859	630	730	734	923	695	902	585
VPS37C	329	382	568	501	355	464	541	284
VPS39	2225	1797	4514	3337	3581	3428	3687	3083
VPS41	2885	1750	2002	1056	1929	1711	1049	1573
VPS45	982	528	1200	1008	1439	1133	994	1027
VPS4A	3448	1593	4420	4444	2910	4132	5772	3313
VPS4B	1383	1031	1124	621	1178	673	1190	946
VPS50	820	643	425	245	415	258	389	375
VPS51	6272	2516	7454	5198	3608	5131	6675	4586
VPS52	1517	903	2405	1921	1308	2189	2465	1543
VPS53	1402	942	1933	1822	1862	1765	1876	1254
VPS54	1571	1029	885	857	833	697	1093	929
VPS72	1104	678	1796	1448	1914	1248	1464	1221
VPS8	2178	1768	1897	879	1443	1330	1271	646
VRK1	989	1157	628	734	654	1137	901	769
VRK2	1359	1519	1137	576	716	976	1034	1051
VRK3	1508	757	2321	2206	1697	1760	2342	2080
VTA1	1559	1030	959	760	1113	1020	1123	859
VTI1A	746	547	1250	664	1087	1050	1126	885
VTI1B	822	584	798	1038	796	768	755	570
VWA8	999	838	717	401	638	887	972	203
VWA9	1058	811	1719	1311	1318	1579	1474	1126
WAC	5845	4127	5062	2867	4339	3616	4651	3790
WAPAL	5336	3154	3216	2567	3667	2893	3922	2909
WARS	16884	19002	65638	27810	39129	52219	77088	25294
WARS2	268	373	295	352	492	418	337	326
WAS	1711	1087	2283	2797	1706	2178	2335	1853
WASF1	197	185	236	416	1080	329	256	149
WASF2	6483	3554	12379	10558	10547	8307	10601	11078
WASH1	143	212	155	181	137	142	134	129
WASL	600	613	490	549	359	620	486	386
WBP11	5046	3646	5597	4400	4666	4939	6157	3403
WBP1L	1731	873	3651	1904	2806	1558	2122	2347
WBP2	1681	2054	2966	2026	2203	1822	1952	2543
WBP4	948	970	549	418	619	526	624	205
WBSCR16	863	804	1324	1360	1135	1271	1133	1089
WBSCR22	1436	1019	1581	1953	1671	2155	2397	1443
WDFY1	4005	1938	3529	1839	2220	2377	4436	6425
WDFY2	364	494	715	471	557	797	612	729
WDFY4	40717	18175	100876	28588	27599	46723	55279	51476
WDHD1	658	1274	322	398	428	814	321	739
WDR1	10524	7664	14297	11380	10430	10288	12642	11375
WDR11	3251	2307	4357	1275	1770	1984	2562	5054
WDR12	1052	739	961	1151	1088	1513	1703	879
WDR13	1300	637	1576	1266	1923	1437	1771	1003
WDR18	855	634	861	1649	731	725	1266	745
WDR19	394	332	424	205	610	469	429	170
WDR20	916	377	925	1288	914	773	1009	827
WDR24	391	296	563	901	554	488	655	557
WDR25	111	79	263	162	205	188	229	205
WDR26	3869	2349	4074	3219	4405	3263	3993	3185
WDR3	1951	1172	1428	1371	1398	1832	2326	1120
WDR33	3011	1970	4036	2249	2648	2926	3232	2405
WDR34	500	442	662	751	491	850	603	296
WDR35	1040	677	429	275	259	424	528	206
WDR36	2195	1843	1195	1038	1332	1537	1944	1106
WDR37	587	489	1100	814	1174	726	758	925
WDR4	521	482	635	1017	419	802	793	627
WDR41	452	768	983	364	662	781	606	1264
WDR43	4326	2821	2143	1835	2072	2602	3630	1860
WDR44	951	482	884	426	1211	430	494	586
WDR45	498	375	1352	670	640	625	750	448
WDR45B	1512	1087	2816	1347	1607	1830	2375	1334
WDR46	1321	901	1904	1817	1638	2067	1834	1302
WDR47	739	305	494	540	720	480	575	294
WDR48	4920	2504	4700	1265	3187	3264	3674	1834
WDR5	1038	929	1286	1761	981	1796	1859	1046
WDR53	309	276	417	277	227	315	391	340
WDR54	313	261	537	574	660	577	469	387
WDR55	623	479	1095	1130	1100	917	994	1081
WDR59	1932	763	2933	1567	1521	1974	2883	1442
WDR6	2940	2834	4764	5499	4017	3878	4235	5230
WDR60	503	337	357	305	458	234	466	336
WDR61	696	604	911	954	793	1054	924	793
WDR7	809	807	864	775	891	907	847	792
WDR70	1053	624	1274	829	1042	1075	1029	811
WDR73	558	433	722	693	501	691	619	638
WDR74	1603	932	1555	1693	1404	2132	2324	1352
WDR75	3025	2007	1664	1225	1830	1898	2266	1431
WDR76	1426	1325	1902	1450	1365	3311	1481	2232
WDR77	1375	969	2150	2397	1604	2479	2397	1702
WDR81	591	1069	1458	1551	1683	1194	1055	1668
WDR82	4854	3573	9321	5863	5955	7507	7621	6356
WDR83	245	163	283	375	264	284	291	247
WDR83OS	816	779	972	1579	1293	806	944	925
WDR89	1221	747	674	304	432	516	604	743
WDR90	73	217	103	291	116	231	119	167
WDR91	5669	1487	10559	3938	6231	6554	5974	2167
WDR92	342	221	312	288	288	286	281	308
WDSUB1	168	131	275	142	511	134	249	138
WDTC1	2337	1231	3514	3350	2673	2652	2840	2669
WEE1	1082	1460	1149	1567	2055	2367	825	2627
WFS1	202	87	186	355	270	144	280	140
WHAMM	3097	1338	2628	1447	1175	1482	2976	736
WHSC1	2078	3729	3919	5213	4027	6711	3538	5560
WHSC1L1	3996	2271	3355	1944	1933	2957	3090	2634
WIBG	1734	1423	2208	1821	1606	1913	2358	1621
WIPF1	4227	2440	7179	4907	5146	6995	6029	8382
WIPF2	1404	708	2347	1461	1967	1597	1848	1458
WIPI1	292	391	473	561	992	486	681	303
WIPI2	1767	1147	2827	2520	3631	1739	2111	1508
WIZ	651	554	694	1307	660	762	1044	608
WNK1	7565	8250	10180	10138	15674	8916	11180	5551
WRAP53	612	318	662	798	502	822	788	554
WRAP73	860	319	1347	753	597	950	900	419
WRB	277	243	323	195	297	247	318	278
WRN	1057	1238	556	479	575	821	952	520
WRNIP1	1066	894	1315	1930	1451	1309	1668	915
WSB1	1615	1170	1944	1874	5518	1383	1799	1448
WSB2	13782	6517	17489	9309	2915	14435	17048	13896
WTAP	4046	3303	3318	2762	2669	2769	3410	3007
WWC3	710	824	1676	828	1802	888	1334	1849
WWP1	983	695	498	404	600	417	607	441
WWP2	2062	1213	3108	3109	2405	2150	2544	1947
XAB2	1278	727	1325	2475	1192	1379	1590	1406
XBP1	27796	14643	44502	14059	11211	18382	32011	42848
XIAP	3276	2260	2070	1225	2259	1414	2502	1848
XKR8	219	237	371	323	215	220	554	257
XPA	288	245	281	152	155	209	197	297
XPC	1733	1057	2805	1603	1681	2454	1991	1704
XPNPEP1	1341	1084	2213	2272	2148	1632	1964	1365
XPNPEP3	591	425	671	618	703	724	776	655
XPO1	11357	8448	6985	4620	6992	7206	7809	6441
XPO4	3056	1991	2167	1385	1846	1818	3095	1922
XPO5	3337	2290	6842	3567	4807	7152	7989	1931
XPO6	7685	3686	22358	8061	7756	10532	12085	9827
XPO7	3418	2172	5064	3485	3173	4848	4939	2344
XPOT	6672	10109	6285	2286	6951	5694	6876	2847
XPR1	1146	563	945	741	1923	925	1103	896
XRCC1	647	550	1129	1695	991	1227	1040	1045
XRCC3	295	554	562	837	294	956	600	649
XRCC4	310	295	144	116	143	190	174	152
XRCC5	15770	9373	15535	11477	14502	16352	14574	15093
XRCC6	6446	5246	9982	7740	6878	9456	7558	7232
XRN1	2526	2218	2152	1065	1465	1454	3483	2448
XRN2	4272	2935	3491	3386	3846	3445	3634	2942
XXYLT1	177	576	275	324	199	198	124	748
XYLT1	1708	435	2738	1161	1786	1196	1516	3606
XYLT2	563	1683	600	1499	573	933	619	656
YAF2	848	711	578	550	869	597	903	488
YARS	4479	4863	7485	5363	5909	8841	7049	3503
YARS2	355	415	366	509	397	484	471	303
YBEY	382	206	689	325	345	391	536	444
YBX1	3790	7165	3428	5830	4653	4584	4030	3429
YBX3	3041	2700	2356	4089	2758	3564	3418	1941
YDJC	253	313	267	340	315	291	323	338
YEATS2	1745	1652	3111	1709	1808	2775	2907	1316
YEATS4	743	1411	467	669	560	984	687	734
YIF1A	490	423	554	1109	538	484	702	401
YIF1B	388	421	459	835	698	556	591	410
YIPF1	690	423	1254	709	854	922	1087	932
YIPF2	421	256	645	600	582	488	599	644
YIPF3	1407	862	1763	2236	1896	1398	1430	1748
YIPF4	1250	709	1119	1141	959	917	1319	842
YIPF5	796	634	777	547	1047	662	691	1000
YKT6	1969	1289	3872	2708	3684	2351	2850	2481
YLPM1	3373	2657	4603	3746	2815	3744	4517	2762
YME1L1	5278	4028	3744	2609	4547	3228	4327	3008
YPEL2	745	586	1370	590	1386	580	930	868
YPEL3	715	561	933	1153	979	493	589	1079
YPEL5	6621	3103	7978	4266	3770	5336	5207	4747
YRDC	643	455	914	683	653	880	969	548
YTHDC1	4411	2351	3260	2090	2775	2307	3219	2609
YTHDC2	1870	1481	1056	784	1094	971	1463	965
YTHDF1	1416	903	2043	1701	1957	1725	1882	1789
YTHDF2	2800	2034	2693	2779	2968	2386	2748	2338
YTHDF3	3060	1938	1866	1654	2209	1500	2257	1696
YWHAB	12173	7214	12788	7638	10543	11133	11711	5209
YWHAE	16008	6821	12177	17377	10119	16585	20183	10183
YWHAG	5691	4384	6865	7571	5938	8979	9092	5430
YWHAH	3478	2591	4145	6719	4878	5422	3986	3517
YWHAQ	5027	5627	6023	9995	5021	7609	6601	7111
YWHAZ	9347	8986	7260	6039	10103	7581	6768	4514
YY1	3630	2310	4177	4421	3984	3589	4088	3201
YY1AP1	2434	1390	5925	2573	4662	3531	3854	3163
ZADH2	1237	582	1790	737	812	982	958	721
ZAK	30	2217	449	294	2329	249	157	142
ZBED4	1300	1042	2108	1367	1509	1675	2177	1204
ZBED5	2121	1668	1245	530	792	815	1140	1116
ZBED6	1140	709	961	459	866	681	953	945
ZBTB1	5831	3672	3150	1577	2242	2070	3063	2593
ZBTB10	2507	1919	1346	627	1509	1106	1239	315
ZBTB11	2036	1720	912	614	933	829	1172	981
ZBTB14	713	489	669	461	645	668	611	754
ZBTB17	1144	850	2542	1727	1639	1098	1602	1525
ZBTB18	1552	612	1937	1159	1951	910	1027	1425
ZBTB2	702	582	585	312	685	438	487	520
ZBTB20	3814	1249	1597	1098	614	1235	1211	1977
ZBTB21	1740	1324	1464	630	1297	987	1415	841
ZBTB22	773	418	1169	633	884	597	873	897
ZBTB24	2385	1331	2674	871	1157	1496	1507	2253
ZBTB25	430	258	587	280	420	541	568	383
ZBTB3	206	132	288	283	305	221	267	297
ZBTB32	2913	948	3408	5299	1526	4314	4495	2488
ZBTB33	1861	1437	934	399	560	611	1090	933
ZBTB34	1755	734	1997	931	1010	986	1558	1654
ZBTB38	19785	14044	11677	3671	2730	3665	8114	10313
